Model,Params,MADs,Infer_ms,Train_ms,Memory_MB,FinalTrainDice,FinalValDice,FinalValIoU,FinalValAcc
UNetBaseline_Colab,1927009,8816427008,6.29183292388916,17.61422634124756,225.4853515625,0.7777062076375001,0.774444555613532,0.6506139302431647,0.9385327011791628
