Model,Params,MADs,Infer_ms,Train_ms,Memory_MB,TotalTrainTimeSec,FinalValLoss,FinalValMeanIoU,FinalValRecall
FasterRCNN_Baseline_2D_fast,14898517,12226560000,11.404621601104736,29.890966415405273,477.6630859375,4035.2188119888306,0.6439534395933151,0.5399303196456704,0.4846846846846847
