Model,Params,MADs,Infer_ms,Train_ms,Memory_MB,TotalTrainTimeSec,FinalValLoss,FinalValMeanIoU,FinalValRecall
FasterRCNN_Oriented1D_fast,14901832,13263360000,65.30735492706299,160.5039358139038,1297.2783203125,4412.536251544952,0.6719637141508215,0.6462500023447872,0.7009009009009008
